name,cz,HouseholdIncomeOutcome,Census_Response_Rate_Social_Capital_Proxy,IncarcerationRate,Median_Hhold._Income_of_Residents_in_2012-16,CollegeGradRate,HighSchoolGradRate,EmploymentRate,Poverty_Rate_in_2012-16,Fraction_College_Graduates_in_2012-16
"Kansas City, KS & MO_RaceBlack",cz29502_RaceBlack,26729.0,81.15,0.0592,64062,0.206,0.8066,0.7987,0.1272,0.344
"Kansas City, KS & MO_RaceWhite",cz29502_RaceWhite,52218.0,81.15,0.0086,64062,0.4293,0.8875,0.8085,0.1272,0.344
"Kansas City, KS & MO_RaceHispanic",cz29502_RaceHispanic,39728.0,81.15,0.0147,64062,0.2683,0.7819,0.8062,0.1272,0.344
"Kansas City, KS & MO_RaceNativeAmerican",cz29502_RaceNativeAmerican,34452.0,81.15,0.0195,64062,0.2629,0.8164,0.7473,0.1272,0.344
"Saginaw, MI_RaceAsian",cz11900_RaceAsian,44527.0,86.43,0.0123,46683,0.3287,0.8669,0.7905,0.1632,0.2015
"Saginaw, MI_RaceBlack",cz11900_RaceBlack,24008.0,86.43,0.0664,46683,0.1847,0.7261,0.7429,0.1632,0.2015
"Saginaw, MI_RaceWhite",cz11900_RaceWhite,48212.0,86.43,0.0081,46683,0.3429,0.8787,0.8036,0.1632,0.2015
"Saginaw, MI_RaceHispanic",cz11900_RaceHispanic,35086.0,86.43,0.0136,46683,0.1974,0.8135,0.7832,0.1632,0.2015
"Saginaw, MI_RaceNativeAmerican",cz11900_RaceNativeAmerican,32314.0,86.43,0.0242,46683,0.1921,0.7504,0.6605,0.1632,0.2015
"Newport News, VA_RaceAsian",cz2500_RaceAsian,41077.0,80.5,0.0215,60495,0.3963,0.882,0.7897,0.1327,0.2944
"Newport News, VA_RaceBlack",cz2500_RaceBlack,28633.0,80.5,0.0501,60495,0.2576,0.8364,0.795,0.1327,0.2944
"Newport News, VA_RaceWhite",cz2500_RaceWhite,50456.0,80.5,0.0091,60495,0.453,0.9036,0.7979,0.1327,0.2944
"Newport News, VA_RaceHispanic",cz2500_RaceHispanic,39058.0,80.5,0.0131,60495,0.2413,0.8594,0.8016,0.1327,0.2944
"Newport News, VA_RaceNativeAmerican",cz2500_RaceNativeAmerican,33358.0,80.5,0.0191,60495,0.153,0.8711,0.7768,0.1327,0.2944
"Baton Rouge, LA_RaceAsian",cz3500_RaceAsian,41720.0,73.24,0.0194,53441,0.373,0.8379,0.7719,0.187,0.2646
"Baton Rouge, LA_RaceBlack",cz3500_RaceBlack,26206.0,73.24,0.0402,53441,0.2222,0.7512,0.7894,0.187,0.2646
"Baton Rouge, LA_RaceWhite",cz3500_RaceWhite,53824.0,73.24,0.0093,53441,0.4396,0.8774,0.7801,0.187,0.2646
"Baton Rouge, LA_RaceHispanic",cz3500_RaceHispanic,44642.0,73.24,0.0088,53441,0.3156,0.8308,0.7566,0.187,0.2646
"Baton Rouge, LA_RaceNativeAmerican",cz3500_RaceNativeAmerican,38870.0,73.24,0.0211,53441,0,0.7281,0.743,0.187,0.2646
"LaGrange, AL & GA_RaceAsian",cz9600_RaceAsian,36710.0,79.1,0.0198,47560,0.281,0.8037,0.7494,0.1826,0.193
"LaGrange, AL & GA_RaceBlack",cz9600_RaceBlack,23395.0,79.1,0.0475,47560,0.1518,0.7436,0.7822,0.1826,0.193
"LaGrange, AL & GA_RaceWhite",cz9600_RaceWhite,42526.0,79.1,0.0126,47560,0.3114,0.8217,0.7507,0.1826,0.193
"LaGrange, AL & GA_RaceHispanic",cz9600_RaceHispanic,37211.0,79.1,0.005,47560,0.1978,0.7736,0.753,0.1826,0.193
"LaGrange, AL & GA_RaceNativeAmerican",cz9600_RaceNativeAmerican,32742.0,79.1,0.0001,47560,0,0,0.7844,0.1826,0.193
"Allentown, PA_RaceAsian",cz19000_RaceAsian,51593.0,83.65,0.0091,60717,0.4517,0.9009,0.82,0.1167,0.2663
"Allentown, PA_RaceBlack",cz19000_RaceBlack,30648.0,83.65,0.0614,60717,0.2126,0.7707,0.7582,0.1167,0.2663
"Allentown, PA_RaceWhite",cz19000_RaceWhite,55797.0,83.65,0.006,60717,0.4764,0.9154,0.833,0.1167,0.2663
"Allentown, PA_RaceHispanic",cz19000_RaceHispanic,33157.0,83.65,0.0282,60717,0.2013,0.7702,0.7915,0.1167,0.2663
"Allentown, PA_RaceNativeAmerican",cz19000_RaceNativeAmerican,34592.0,83.65,0.0211,60717,0,0,0.7985,0.1167,0.2663
"Lynchburg, VA_RaceAsian",cz2300_RaceAsian,43060.0,82.77,0.0191,49364,0.3759,0.8964,0.7941,0.1627,0.2557
"Lynchburg, VA_RaceBlack",cz2300_RaceBlack,25782.0,82.77,0.0652,49364,0.187,0.801,0.7841,0.1627,0.2557
"Lynchburg, VA_RaceWhite",cz2300_RaceWhite,49277.0,82.77,0.0086,49364,0.4135,0.9168,0.8028,0.1627,0.2557
"Lynchburg, VA_RaceHispanic",cz2300_RaceHispanic,38061.0,82.77,0.0026,49364,0.2602,0.9037,0.8188,0.1627,0.2557
"Lynchburg, VA_RaceNativeAmerican",cz2300_RaceNativeAmerican,38004.0,82.77,0.0031,49364,0,0,0.7695,0.1627,0.2557
"Birmingham, AL_RaceAsian",cz10700_RaceAsian,39292.0,80.2,0.0169,55008,0.362,0.8424,0.745,0.1628,0.2878
"Birmingham, AL_RaceBlack",cz10700_RaceBlack,25265.0,80.2,0.037,55008,0.2286,0.7791,0.761,0.1628,0.2878
"Birmingham, AL_RaceWhite",cz10700_RaceWhite,48761.0,80.2,0.0083,55008,0.4091,0.8681,0.7556,0.1628,0.2878
"Birmingham, AL_RaceHispanic",cz10700_RaceHispanic,35603.0,80.2,0.0121,55008,0.216,0.6876,0.7112,0.1628,0.2878
"Birmingham, AL_RaceNativeAmerican",cz10700_RaceNativeAmerican,35794.0,80.2,0.0,55008,0.1726,0.8743,0.691,0.1628,0.2878
"Scranton, PA_RaceAsian",cz18800_RaceAsian,48328.0,79.94,0.0093,50909,0.4406,0.9045,0.8133,0.1453,0.2319
"Scranton, PA_RaceBlack",cz18800_RaceBlack,30230.0,79.94,0.0521,50909,0.2389,0.8459,0.7687,0.1453,0.2319
"Scranton, PA_RaceWhite",cz18800_RaceWhite,50126.0,79.94,0.0083,50909,0.4467,0.9078,0.8223,0.1453,0.2319
"Scranton, PA_RaceHispanic",cz18800_RaceHispanic,37894.0,79.94,0.0126,50909,0.222,0.8294,0.7986,0.1453,0.2319
"Scranton, PA_RaceNativeAmerican",cz18800_RaceNativeAmerican,30347.0,79.94,0.0344,50909,0,0,0.6896,0.1453,0.2319
"Los Angeles, AZ & CA_RaceAsian",cz38300_RaceAsian,41865.0,75.82,0.0103,65649,0.3472,0.8601,0.7437,0.1669,0.282
"Los Angeles, AZ & CA_RaceBlack",cz38300_RaceBlack,27197.0,75.82,0.0376,65649,0.2323,0.8511,0.7299,0.1669,0.282
"Los Angeles, AZ & CA_RaceWhite",cz38300_RaceWhite,51677.0,75.82,0.0063,65649,0.4444,0.9181,0.7581,0.1669,0.282
"Los Angeles, AZ & CA_RaceHispanic",cz38300_RaceHispanic,38365.0,75.82,0.012,65649,0.1958,0.7883,0.7727,0.1669,0.282
"Los Angeles, AZ & CA_RaceNativeAmerican",cz38300_RaceNativeAmerican,33913.0,75.82,0.012,65649,0.1918,0.8088,0.6837,0.1669,0.282
"Buffalo, NY_RaceAsian",cz18000_RaceAsian,48853.0,81.74,0.0092,56018,0.4621,0.9052,0.8202,0.1448,0.3071
"Buffalo, NY_RaceBlack",cz18000_RaceBlack,25371.0,81.74,0.0631,56018,0.23,0.7939,0.7636,0.1448,0.3071
"Buffalo, NY_RaceWhite",cz18000_RaceWhite,53387.0,81.74,0.0045,56018,0.4842,0.9174,0.8356,0.1448,0.3071
"Buffalo, NY_RaceHispanic",cz18000_RaceHispanic,35335.0,81.74,0.012,56018,0.2544,0.8129,0.7874,0.1448,0.3071
"Buffalo, NY_RaceNativeAmerican",cz18000_RaceNativeAmerican,30221.0,81.74,0.0378,56018,0.1751,0.7734,0.7362,0.1448,0.3071
"Little Rock, AR_RaceAsian",cz4200_RaceAsian,38521.0,77.17,0.019,51852,0.3406,0.8686,0.7604,0.1594,0.2797
"Little Rock, AR_RaceBlack",cz4200_RaceBlack,24619.0,77.17,0.0508,51852,0.2195,0.7951,0.7711,0.1594,0.2797
"Little Rock, AR_RaceWhite",cz4200_RaceWhite,45926.0,77.17,0.0088,51852,0.3722,0.8924,0.7698,0.1594,0.2797
"Little Rock, AR_RaceHispanic",cz4200_RaceHispanic,35453.0,77.17,0.0204,51852,0.1884,0.7853,0.7326,0.1594,0.2797
"Little Rock, AR_RaceNativeAmerican",cz4200_RaceNativeAmerican,31702.0,77.17,0.0057,51852,0.1676,0.6797,0.7037,0.1594,0.2797
"Wilmington, DE & MD_RaceAsian",cz19800_RaceAsian,44918.0,79.28,0.0186,68988,0.4066,0.8792,0.7917,0.1165,0.3331
"Wilmington, DE & MD_RaceBlack",cz19800_RaceBlack,27974.0,79.28,0.0585,68988,0.2294,0.786,0.7814,0.1165,0.3331
"Wilmington, DE & MD_RaceWhite",cz19800_RaceWhite,52213.0,79.28,0.0107,68988,0.4445,0.9055,0.8084,0.1165,0.3331
"Wilmington, DE & MD_RaceHispanic",cz19800_RaceHispanic,36949.0,79.28,0.0124,68988,0.2426,0.7649,0.7807,0.1165,0.3331
"Wilmington, DE & MD_RaceNativeAmerican",cz19800_RaceNativeAmerican,33382.0,79.28,0.0438,68988,0,0,0.6946,0.1165,0.3331
"Newark, NJ & NY_RaceAsian",cz19600_RaceAsian,54002.0,76.61,0.0087,84016,0.5677,0.9151,0.7998,0.1123,0.3978
"Newark, NJ & NY_RaceBlack",cz19600_RaceBlack,31008.0,76.61,0.0414,84016,0.2975,0.8405,0.7936,0.1123,0.3978
"Newark, NJ & NY_RaceWhite",cz19600_RaceWhite,65883.0,76.61,0.0029,84016,0.6313,0.9413,0.8201,0.1123,0.3978
"Newark, NJ & NY_RaceHispanic",cz19600_RaceHispanic,41994.0,76.61,0.0099,84016,0.3357,0.8335,0.8028,0.1123,0.3978
"Newark, NJ & NY_RaceNativeAmerican",cz19600_RaceNativeAmerican,34259.0,76.61,0.0263,84016,0.2934,0.766,0.7043,0.1123,0.3978
"Manchester, ME & NH_RaceAsian",cz20600_RaceAsian,50947.0,79.86,0.0068,72618,0.4676,0.8815,0.8066,0.0843,0.3555
"Manchester, ME & NH_RaceBlack",cz20600_RaceBlack,36785.0,79.86,0.0333,72618,0.35,0.8226,0.7953,0.0843,0.3555
"Manchester, ME & NH_RaceWhite",cz20600_RaceWhite,52436.0,79.86,0.0065,72618,0.4684,0.882,0.814,0.0843,0.3555
"Manchester, ME & NH_RaceHispanic",cz20600_RaceHispanic,40729.0,79.86,0.0137,72618,0.3989,0.8394,0.7897,0.0843,0.3555
"Manchester, ME & NH_RaceNativeAmerican",cz20600_RaceNativeAmerican,33750.0,79.86,0.0169,72618,0.2831,0.7646,0.7194,0.0843,0.3555
"Harrisburg, PA_RaceAsian",cz19200_RaceAsian,49239.0,84.03,0.0149,59559,0.3598,0.8736,0.8116,0.1105,0.2543
"Harrisburg, PA_RaceBlack",cz19200_RaceBlack,26085.0,84.03,0.1018,59559,0.1941,0.7611,0.7848,0.1105,0.2543
"Harrisburg, PA_RaceWhite",cz19200_RaceWhite,52866.0,84.03,0.0093,59559,0.3693,0.8819,0.8211,0.1105,0.2543
"Harrisburg, PA_RaceHispanic",cz19200_RaceHispanic,33801.0,84.03,0.028,59559,0.1612,0.748,0.7876,0.1105,0.2543
"Harrisburg, PA_RaceNativeAmerican",cz19200_RaceNativeAmerican,34036.0,84.03,0.0071,59559,0,0.6488,0.7584,0.1105,0.2543
"Greenville, SC_RaceAsian",cz8300_RaceAsian,38900.0,82.21,0.0147,48283,0.3511,0.8354,0.7606,0.1716,0.2647
"Greenville, SC_RaceBlack",cz8300_RaceBlack,25447.0,82.21,0.0409,48283,0.2008,0.7353,0.8031,0.1716,0.2647
"Greenville, SC_RaceWhite",cz8300_RaceWhite,43948.0,82.21,0.0088,48283,0.3809,0.8584,0.7616,0.1716,0.2647
"Greenville, SC_RaceHispanic",cz8300_RaceHispanic,37765.0,82.21,0.0119,48283,0.292,0.7643,0.7465,0.1716,0.2647
"Greenville, SC_RaceNativeAmerican",cz8300_RaceNativeAmerican,30034.0,82.21,0.0,48283,0,0.7688,0.6936,0.1716,0.2647
"Carbondale, IL_RaceAsian",cz25601_RaceAsian,43596.0,81.94,0.0101,41920,0.3054,0.8859,0.7856,0.1912,0.218
"Carbondale, IL_RaceBlack",cz25601_RaceBlack,23722.0,81.94,0.0513,41920,0.2425,0.7894,0.7719,0.1912,0.218
"Carbondale, IL_RaceWhite",cz25601_RaceWhite,46194.0,81.94,0.0078,41920,0.3077,0.8928,0.7948,0.1912,0.218
"Carbondale, IL_RaceHispanic",cz25601_RaceHispanic,35539.0,81.94,0.0065,41920,0.2075,0.771,0.7809,0.1912,0.218
"Carbondale, IL_RaceNativeAmerican",cz25601_RaceNativeAmerican,25650.0,81.94,0.0,41920,0,0,0.6782,0.1912,0.218
"Winston-Salem, NC_RaceAsian",cz401_RaceAsian,40535.0,81.12,0.0143,47359,0.3936,0.8592,0.7737,0.1879,0.2665
"Winston-Salem, NC_RaceBlack",cz401_RaceBlack,24803.0,81.12,0.0425,47359,0.262,0.8113,0.7868,0.1879,0.2665
"Winston-Salem, NC_RaceWhite",cz401_RaceWhite,47233.0,81.12,0.0076,47359,0.4271,0.8746,0.7848,0.1879,0.2665
"Winston-Salem, NC_RaceHispanic",cz401_RaceHispanic,34243.0,81.12,0.0118,47359,0.1749,0.7368,0.7644,0.1879,0.2665
"Winston-Salem, NC_RaceNativeAmerican",cz401_RaceNativeAmerican,30218.0,81.12,0.0332,47359,0,0,0.6649,0.1879,0.2665
"Jasper, AL_RaceAsian",cz10600_RaceAsian,38321.0,81.01,0.0133,35618,0.2603,0.8358,0.7165,0.2078,0.1205
"Jasper, AL_RaceBlack",cz10600_RaceBlack,26085.0,81.01,0.0408,35618,0.1683,0.7951,0.7334,0.2078,0.1205
"Jasper, AL_RaceWhite",cz10600_RaceWhite,40459.0,81.01,0.0114,35618,0.2681,0.8393,0.7267,0.2078,0.1205
"Jasper, AL_RaceHispanic",cz10600_RaceHispanic,35262.0,81.01,0.0088,35618,0,0,0.6991,0.2078,0.1205
"Jasper, AL_RaceNativeAmerican",cz10600_RaceNativeAmerican,33863.0,81.01,0.0,35618,0,0,0.7929,0.2078,0.1205
"San Diego, CA_RaceAsian",cz38000_RaceAsian,43447.0,74.87,0.0084,71210,0.3782,0.8779,0.7431,0.1403,0.3527
"San Diego, CA_RaceBlack",cz38000_RaceBlack,29754.0,74.87,0.0335,71210,0.2411,0.8608,0.7592,0.1403,0.3527
"San Diego, CA_RaceWhite",cz38000_RaceWhite,52078.0,74.87,0.0054,71210,0.4516,0.9177,0.7661,0.1403,0.3527
"San Diego, CA_RaceHispanic",cz38000_RaceHispanic,39103.0,74.87,0.0111,71210,0.2258,0.7933,0.7674,0.1403,0.3527
"San Diego, CA_RaceNativeAmerican",cz38000_RaceNativeAmerican,38161.0,74.87,0.0207,71210,0.1576,0.8018,0.654,0.1403,0.3527
"Waco, TX_RaceAsian",cz32801_RaceAsian,38368.0,75.89,0.0366,46289,0.2746,0.8245,0.7614,0.1999,0.1994
"Waco, TX_RaceBlack",cz32801_RaceBlack,23130.0,75.89,0.107,46289,0.1499,0.7798,0.7821,0.1999,0.1994
"Waco, TX_RaceWhite",cz32801_RaceWhite,49233.0,75.89,0.0175,46289,0.342,0.8722,0.7845,0.1999,0.1994
"Waco, TX_RaceHispanic",cz32801_RaceHispanic,32112.0,75.89,0.0375,46289,0.1256,0.702,0.7743,0.1999,0.1994
"Waco, TX_RaceNativeAmerican",cz32801_RaceNativeAmerican,42133.0,75.89,0.0121,46289,0,0.9062,0.7141,0.1999,0.1994
"Center, IN_RaceAsian",cz13900_RaceAsian,43344.0,83.71,0.0149,46997,0.3222,0.8625,0.7946,0.1567,0.1621
"Center, IN_RaceBlack",cz13900_RaceBlack,28052.0,83.71,0.0697,46997,0.2376,0.7617,0.7966,0.1567,0.1621
"Center, IN_RaceWhite",cz13900_RaceWhite,45158.0,83.71,0.0133,46997,0.327,0.8655,0.8017,0.1567,0.1621
"Center, IN_RaceHispanic",cz13900_RaceHispanic,38960.0,83.71,0.0053,46997,0.1341,0.8278,0.7979,0.1567,0.1621
"Center, IN_RaceNativeAmerican",cz13900_RaceNativeAmerican,40930.0,83.71,0.0112,46997,0,0,0.9083,0.1567,0.1621
"Rockford, IL_RaceAsian",cz24400_RaceAsian,46337.0,83.17,0.0106,52944,0.3643,0.8818,0.8059,0.1525,0.2199
"Rockford, IL_RaceBlack",cz24400_RaceBlack,22696.0,83.17,0.0713,52944,0.1958,0.7719,0.7537,0.1525,0.2199
"Rockford, IL_RaceWhite",cz24400_RaceWhite,50466.0,83.17,0.0068,52944,0.3795,0.8956,0.8188,0.1525,0.2199
"Rockford, IL_RaceHispanic",cz24400_RaceHispanic,37844.0,83.17,0.0091,52944,0.2034,0.7471,0.8165,0.1525,0.2199
"Rockford, IL_RaceNativeAmerican",cz24400_RaceNativeAmerican,28250.0,83.17,0.0,52944,0,0.5927,0.7879,0.1525,0.2199
"Gary, IN_RaceAsian",cz14900_RaceAsian,45710.0,80.6,0.0132,56350,0.3733,0.8763,0.7955,0.1563,0.212
"Gary, IN_RaceBlack",cz14900_RaceBlack,26702.0,80.6,0.0454,56350,0.2038,0.813,0.784,0.1563,0.212
"Gary, IN_RaceWhite",cz14900_RaceWhite,53424.0,80.6,0.007,56350,0.4159,0.8978,0.808,0.1563,0.212
"Gary, IN_RaceHispanic",cz14900_RaceHispanic,42852.0,80.6,0.0101,56350,0.2746,0.8161,0.812,0.1563,0.212
"Gary, IN_RaceNativeAmerican",cz14900_RaceNativeAmerican,30973.0,80.6,0.0122,56350,0,0.7355,0.8001,0.1563,0.212
"Oshkosh, WI_RaceAsian",cz22500_RaceAsian,53880.0,88.01,0.0067,57488,0.3541,0.8988,0.8462,0.1028,0.2495
"Oshkosh, WI_RaceBlack",cz22500_RaceBlack,29917.0,88.01,0.0976,57488,0.3095,0.7932,0.8041,0.1028,0.2495
"Oshkosh, WI_RaceWhite",cz22500_RaceWhite,55383.0,88.01,0.0061,57488,0.3601,0.9023,0.8522,0.1028,0.2495
"Oshkosh, WI_RaceHispanic",cz22500_RaceHispanic,41614.0,88.01,0.0062,57488,0.1612,0.8058,0.8177,0.1028,0.2495
"Oshkosh, WI_RaceNativeAmerican",cz22500_RaceNativeAmerican,34341.0,88.01,0.0328,57488,0.1545,0.8204,0.8227,0.1028,0.2495
"Portland, OR & WA_RaceAsian",cz38801_RaceAsian,45536.0,79.22,0.0097,66362,0.379,0.8737,0.7595,0.128,0.3641
"Portland, OR & WA_RaceBlack",cz38801_RaceBlack,28209.0,79.22,0.0523,66362,0.25,0.8172,0.7481,0.128,0.3641
"Portland, OR & WA_RaceWhite",cz38801_RaceWhite,48446.0,79.22,0.0086,66362,0.3859,0.8815,0.7716,0.128,0.3641
"Portland, OR & WA_RaceHispanic",cz38801_RaceHispanic,37669.0,79.22,0.0133,66362,0.242,0.7651,0.764,0.128,0.3641
"Portland, OR & WA_RaceNativeAmerican",cz38801_RaceNativeAmerican,33321.0,79.22,0.0243,66362,0.1821,0.8188,0.7147,0.128,0.3641
"Poughkeepsie, NY_RaceAsian",cz19300_RaceAsian,49839.0,74.94,0.0085,69427,0.4731,0.8938,0.7968,0.1205,0.3024
"Poughkeepsie, NY_RaceBlack",cz19300_RaceBlack,30191.0,74.94,0.0536,69427,0.2846,0.823,0.7837,0.1205,0.3024
"Poughkeepsie, NY_RaceWhite",cz19300_RaceWhite,54323.0,74.94,0.0053,69427,0.4927,0.9042,0.8077,0.1205,0.3024
"Poughkeepsie, NY_RaceHispanic",cz19300_RaceHispanic,41720.0,74.94,0.0093,69427,0.344,0.8401,0.7989,0.1205,0.3024
"Poughkeepsie, NY_RaceNativeAmerican",cz19300_RaceNativeAmerican,30972.0,74.94,0.0202,69427,0,0,0.7459,0.1205,0.3024
"Eau Claire, MN & WI_RaceAsian",cz22800_RaceAsian,52164.0,86.64,0.0046,51458,0.3439,0.9047,0.8399,0.1363,0.2539
"Eau Claire, MN & WI_RaceBlack",cz22800_RaceBlack,41637.0,86.64,0.048,51458,0.2979,0.8592,0.9169,0.1363,0.2539
"Eau Claire, MN & WI_RaceWhite",cz22800_RaceWhite,53441.0,86.64,0.0043,51458,0.3458,0.9065,0.8465,0.1363,0.2539
"Eau Claire, MN & WI_RaceHispanic",cz22800_RaceHispanic,37218.0,86.64,0.0045,51458,0.155,0.8844,0.8159,0.1363,0.2539
"Eau Claire, MN & WI_RaceNativeAmerican",cz22800_RaceNativeAmerican,30551.0,86.64,0.0624,51458,0.0989,0.8063,0.7075,0.1363,0.2539
"Boston, MA_RaceAsian",cz20500_RaceAsian,54483.0,78.57,0.0046,81171,0.5527,0.9127,0.8108,0.1086,0.4414
"Boston, MA_RaceBlack",cz20500_RaceBlack,34568.0,78.57,0.0264,81171,0.3464,0.8508,0.8094,0.1086,0.4414
"Boston, MA_RaceWhite",cz20500_RaceWhite,59576.0,78.57,0.0028,81171,0.5777,0.9255,0.823,0.1086,0.4414
"Boston, MA_RaceHispanic",cz20500_RaceHispanic,37181.0,78.57,0.0128,81171,0.2796,0.795,0.7928,0.1086,0.4414
"Boston, MA_RaceNativeAmerican",cz20500_RaceNativeAmerican,36915.0,78.57,0.0088,81171,0.5589,0.8653,0.7588,0.1086,0.4414
"Wichita, KS_RaceAsian",cz29301_RaceAsian,44616.0,80.31,0.0144,55819,0.3732,0.8704,0.7917,0.1459,0.2848
"Wichita, KS_RaceBlack",cz29301_RaceBlack,24695.0,80.31,0.0714,55819,0.177,0.7959,0.7883,0.1459,0.2848
"Wichita, KS_RaceWhite",cz29301_RaceWhite,49273.0,80.31,0.009,55819,0.3986,0.8848,0.8043,0.1459,0.2848
"Wichita, KS_RaceHispanic",cz29301_RaceHispanic,37795.0,80.31,0.0205,55819,0.226,0.7902,0.7981,0.1459,0.2848
"Wichita, KS_RaceNativeAmerican",cz29301_RaceNativeAmerican,34470.0,80.31,0.0168,55819,0.258,0.8327,0.7418,0.1459,0.2848
"Juneau, AK_RaceAsian",cz34109_RaceAsian,41749.0,78.56,0.013,80102,0.3903,0.9378,0.7867,0.0752,0.3805
"Juneau, AK_RaceBlack",cz34109_RaceBlack,24621.0,78.56,0.0115,80102,0,0,0.6629,0.0752,0.3805
"Juneau, AK_RaceWhite",cz34109_RaceWhite,45801.0,78.56,0.0084,80102,0.4385,0.9477,0.7997,0.0752,0.3805
"Juneau, AK_RaceHispanic",cz34109_RaceHispanic,39585.0,78.56,0.0172,80102,0.2989,0.9361,0.8025,0.0752,0.3805
"Juneau, AK_RaceNativeAmerican",cz34109_RaceNativeAmerican,27497.0,78.56,0.0417,80102,0.1181,0.8978,0.7483,0.0752,0.3805
"Nashville, TN_RaceAsian",cz5600_RaceAsian,41726.0,79.18,0.0196,62266,0.3704,0.856,0.7628,0.1371,0.3402
"Nashville, TN_RaceBlack",cz5600_RaceBlack,26479.0,79.18,0.0649,62266,0.2262,0.7728,0.7903,0.1371,0.3402
"Nashville, TN_RaceWhite",cz5600_RaceWhite,47104.0,79.18,0.0112,62266,0.3963,0.8736,0.7699,0.1371,0.3402
"Nashville, TN_RaceHispanic",cz5600_RaceHispanic,36841.0,79.18,0.0135,62266,0.2615,0.7436,0.7496,0.1371,0.3402
"Nashville, TN_RaceNativeAmerican",cz5600_RaceNativeAmerican,32498.0,79.18,0.0279,62266,0.1946,0.9298,0.7408,0.1371,0.3402
"Reading, PA_RaceAsian",cz19100_RaceAsian,50550.0,84.59,0.0101,57607,0.3687,0.8483,0.7892,0.123,0.2257
"Reading, PA_RaceBlack",cz19100_RaceBlack,28396.0,84.59,0.0932,57607,0.2136,0.8023,0.7544,0.123,0.2257
"Reading, PA_RaceWhite",cz19100_RaceWhite,54203.0,84.59,0.0068,57607,0.3791,0.856,0.7982,0.123,0.2257
"Reading, PA_RaceHispanic",cz19100_RaceHispanic,31240.0,84.59,0.0301,57607,0.1581,0.7187,0.7725,0.123,0.2257
"Reading, PA_RaceNativeAmerican",cz19100_RaceNativeAmerican,34649.0,84.59,0.0,57607,0.2072,0.7668,0.803,0.123,0.2257
"Columbia, MO_RaceAsian",cz29601_RaceAsian,46319.0,80.77,0.0121,52375,0.4334,0.8801,0.8098,0.1684,0.3624
"Columbia, MO_RaceBlack",cz29601_RaceBlack,25712.0,80.77,0.0694,52375,0.2032,0.7423,0.8134,0.1684,0.3624
"Columbia, MO_RaceWhite",cz29601_RaceWhite,49403.0,80.77,0.0082,52375,0.4414,0.8871,0.8179,0.1684,0.3624
"Columbia, MO_RaceHispanic",cz29601_RaceHispanic,37028.0,80.77,0.0111,52375,0.4771,0.8931,0.7591,0.1684,0.3624
"Columbia, MO_RaceNativeAmerican",cz29601_RaceNativeAmerican,30719.0,80.77,0.0,52375,0,0.8407,0.7683,0.1684,0.3624
"Cedar Rapids, IA_RaceAsian",cz22200_RaceAsian,53586.0,83.39,0.007,61774,0.3926,0.9007,0.8342,0.0967,0.2931
"Cedar Rapids, IA_RaceBlack",cz22200_RaceBlack,29790.0,83.39,0.0707,61774,0.2421,0.8638,0.779,0.0967,0.2931
"Cedar Rapids, IA_RaceWhite",cz22200_RaceWhite,55521.0,83.39,0.0059,61774,0.4001,0.9033,0.8425,0.0967,0.2931
"Cedar Rapids, IA_RaceHispanic",cz22200_RaceHispanic,40706.0,83.39,0.0046,61774,0.2553,0.8331,0.7689,0.0967,0.2931
"Cedar Rapids, IA_RaceNativeAmerican",cz22200_RaceNativeAmerican,36327.0,83.39,0.0,61774,0,0,0.8011,0.0967,0.2931
"Dallas, TX_RaceAsian",cz33100_RaceAsian,42373.0,76.74,0.0203,68975,0.3693,0.843,0.7531,0.1435,0.3361
"Dallas, TX_RaceBlack",cz33100_RaceBlack,26292.0,76.74,0.0557,68975,0.2129,0.8043,0.7771,0.1435,0.3361
"Dallas, TX_RaceWhite",cz33100_RaceWhite,54244.0,76.74,0.0115,68975,0.4624,0.8927,0.7786,0.1435,0.3361
"Dallas, TX_RaceHispanic",cz33100_RaceHispanic,37236.0,76.74,0.0194,68975,0.1587,0.7173,0.7603,0.1435,0.3361
"Dallas, TX_RaceNativeAmerican",cz33100_RaceNativeAmerican,37025.0,76.74,0.0129,68975,0.2513,0.7791,0.7498,0.1435,0.3361
"Atlanta, GA_RaceAsian",cz9100_RaceAsian,40401.0,76.31,0.0189,65704,0.4332,0.855,0.7521,0.1478,0.3781
"Atlanta, GA_RaceBlack",cz9100_RaceBlack,25931.0,76.31,0.0406,65704,0.261,0.7927,0.7607,0.1478,0.3781
"Atlanta, GA_RaceWhite",cz9100_RaceWhite,52760.0,76.31,0.0092,65704,0.5055,0.8874,0.7721,0.1478,0.3781
"Atlanta, GA_RaceHispanic",cz9100_RaceHispanic,37968.0,76.31,0.0102,65704,0.3284,0.7714,0.7344,0.1478,0.3781
"Atlanta, GA_RaceNativeAmerican",cz9100_RaceNativeAmerican,33492.0,76.31,0.0066,65704,0.1945,0.7633,0.7203,0.1478,0.3781
"Pampa, TX_RaceAsian",cz30904_RaceAsian,50272.0,77.21,0.0153,52618,0.2943,0.8822,0.7635,0.1427,0.1658
"Pampa, TX_RaceBlack",cz30904_RaceBlack,27881.0,77.21,0.1177,52618,0,0.683,0.7899,0.1427,0.1658
"Pampa, TX_RaceWhite",cz30904_RaceWhite,54434.0,77.21,0.0121,52618,0.3305,0.9016,0.7634,0.1427,0.1658
