name,cz,HouseholdIncomeOutcome,Census_Response_Rate_Social_Capital_Proxy,IncarcerationRate,Median_Hhold._Income_of_Residents_in_2012-16,CollegeGradRate,HighSchoolGradRate,EmploymentRate,Poverty_Rate_in_2012-16,Fraction_College_Graduates_in_2012-16
"Abilene, TX_RaceAsian",cz32501_RaceAsian,42680.0,80.43,0.0193,46171,0.3253,0.8415,0.7694,0.1811,0.2083
"Abilene, TX_RaceBlack",cz32501_RaceBlack,28161.0,80.43,0.0672,46171,0.1732,0.813,0.7886,0.1811,0.2083
"Abilene, TX_RaceWhite",cz32501_RaceWhite,48720.0,80.43,0.0143,46171,0.3892,0.8822,0.7795,0.1811,0.2083
"Abilene, TX_RaceHispanic",cz32501_RaceHispanic,35098.0,80.43,0.0267,46171,0.1456,0.7042,0.7834,0.1811,0.2083
"Abilene, TX_RaceNativeAmerican",cz32501_RaceNativeAmerican,36223.0,80.43,0.0045,46171,0,0.9128,0.846,0.1811,0.2083
"Morristown, TN_RaceAsian",cz200_RaceAsian,34941.0,82.41,0.021,40383,0.256,0.8684,0.7346,0.1871,0.1522
"Morristown, TN_RaceBlack",cz200_RaceBlack,26761.0,82.41,0.0574,40383,0.1886,0.801,0.7604,0.1871,0.1522
"Morristown, TN_RaceWhite",cz200_RaceWhite,36146.0,82.41,0.0207,40383,0.2595,0.8732,0.7429,0.1871,0.1522
"Morristown, TN_RaceHispanic",cz200_RaceHispanic,28317.0,82.41,0.0111,40383,0.1824,0.7443,0.728,0.1871,0.1522
"Morristown, TN_RaceNativeAmerican",cz200_RaceNativeAmerican,23780.0,82.41,0.006,40383,0,0,0.6355,0.1871,0.1522
"Amery, WI_RaceAsian",cz21102_RaceAsian,49782.0,88.19,0.0075,49395,0.2746,0.8729,0.8213,0.1148,0.1932
"Amery, WI_RaceBlack",cz21102_RaceBlack,0,88.19,0,49395,0,0,0,0.1148,0.1932
"Amery, WI_RaceWhite",cz21102_RaceWhite,51451.0,88.19,0.0064,49395,0.2768,0.877,0.8328,0.1148,0.1932
"Amery, WI_RaceHispanic",cz21102_RaceHispanic,41181.0,88.19,0.0012,49395,0,0.7949,0.7385,0.1148,0.1932
"Amery, WI_RaceNativeAmerican",cz21102_RaceNativeAmerican,18136.0,88.19,0.1182,49395,0.0624,0.6084,0.6697,0.1148,0.1932
"Safford, AZ_RaceAsian",cz35002_RaceAsian,42591.0,70.31,0.0211,46818,0.1697,0.8248,0.735,0.2067,0.1342
"Safford, AZ_RaceBlack",cz35002_RaceBlack,27857.0,70.31,0.0069,46818,0,0,0.7719,0.2067,0.1342
"Safford, AZ_RaceWhite",cz35002_RaceWhite,47769.0,70.31,0.0203,46818,0.2112,0.8627,0.7301,0.2067,0.1342
"Safford, AZ_RaceHispanic",cz35002_RaceHispanic,41916.0,70.31,0.0264,46818,0.1301,0.7769,0.7942,0.2067,0.1342
"Safford, AZ_RaceNativeAmerican",cz35002_RaceNativeAmerican,20085.0,70.31,0.0049,46818,0.0,0.7479,0.6125,0.2067,0.1342
"West Point, NE_RaceAsian",cz28002_RaceAsian,56583.0,87.51,0.0059,46495,0.3844,0.8825,0.8499,0.1743,0.1805
"West Point, NE_RaceBlack",cz28002_RaceBlack,0,87.51,0,46495,0,0,0,0.1743,0.1805
"West Point, NE_RaceWhite",cz28002_RaceWhite,61001.0,87.51,0.0015,46495,0.4028,0.8886,0.8658,0.1743,0.1805
"West Point, NE_RaceHispanic",cz28002_RaceHispanic,32899.0,87.51,0.0245,46495,0,0,0.7539,0.1743,0.1805
"West Point, NE_RaceNativeAmerican",cz28002_RaceNativeAmerican,15608.0,87.51,0.0965,46495,0.0736,0.8198,0.6866,0.1743,0.1805
"Idabel, AR & OK_RaceAsian",cz34002_RaceAsian,35908.0,69.3,0.0136,33963,0.2111,0.8322,0.7271,0.2422,0.126
"Idabel, AR & OK_RaceBlack",cz34002_RaceBlack,25122.0,69.3,0.0442,33963,0.1296,0.8389,0.7605,0.2422,0.126
"Idabel, AR & OK_RaceWhite",cz34002_RaceWhite,39746.0,69.3,0.0124,33963,0.2202,0.8482,0.7344,0.2422,0.126
"Idabel, AR & OK_RaceHispanic",cz34002_RaceHispanic,33085.0,69.3,0.0112,33963,0.1955,0.6691,0.7703,0.2422,0.126
"Idabel, AR & OK_RaceNativeAmerican",cz34002_RaceNativeAmerican,31768.0,69.3,0.0072,33963,0.148,0.8203,0.7228,0.2422,0.126
"Meridian, MS_RaceAsian",cz10400_RaceAsian,34668.0,74.53,0.0247,37723,0.2901,0.8078,0.7562,0.2307,0.1661
"Meridian, MS_RaceBlack",cz10400_RaceBlack,23158.0,74.53,0.0446,37723,0.1733,0.744,0.7723,0.2307,0.1661
"Meridian, MS_RaceWhite",cz10400_RaceWhite,46396.0,74.53,0.0126,37723,0.3707,0.8606,0.765,0.2307,0.1661
"Meridian, MS_RaceHispanic",cz10400_RaceHispanic,32910.0,74.53,0.039,37723,0.4379,0.7612,0.7931,0.2307,0.1661
"Meridian, MS_RaceNativeAmerican",cz10400_RaceNativeAmerican,20580.0,74.53,0.0119,37723,0.0632,0.5626,0.723,0.2307,0.1661
"Santa Fe, NM_RaceAsian",cz34802_RaceAsian,41798.0,73.92,0.0117,53766,0.3926,0.8657,0.743,0.1692,0.358
"Santa Fe, NM_RaceBlack",cz34802_RaceBlack,30974.0,73.92,0.0355,53766,0,0,0.7312,0.1692,0.358
"Santa Fe, NM_RaceWhite",cz34802_RaceWhite,51888.0,73.92,0.0064,53766,0.5735,0.9178,0.7725,0.1692,0.358
"Santa Fe, NM_RaceHispanic",cz34802_RaceHispanic,37978.0,73.92,0.0167,53766,0.2666,0.8274,0.7517,0.1692,0.358
"Santa Fe, NM_RaceNativeAmerican",cz34802_RaceNativeAmerican,22442.0,73.92,0.0184,53766,0.0634,0.7954,0.7179,0.1692,0.358
"Bemidji, MN_RaceAsian",cz26701_RaceAsian,49413.0,86.49,0.0066,47784,0.2883,0.8707,0.8161,0.1593,0.2352
"Bemidji, MN_RaceBlack",cz26701_RaceBlack,44987.0,86.49,0.0214,47784,0,0,0.7735,0.1593,0.2352
"Bemidji, MN_RaceWhite",cz26701_RaceWhite,53344.0,86.49,0.0037,47784,0.2969,0.8773,0.8326,0.1593,0.2352
"Bemidji, MN_RaceHispanic",cz26701_RaceHispanic,38577.0,86.49,0.0252,47784,0.15,0.7594,0.7355,0.1593,0.2352
"Bemidji, MN_RaceNativeAmerican",cz26701_RaceNativeAmerican,20425.0,86.49,0.059,47784,0.1157,0.7671,0.6631,0.1593,0.2352
"Corsicana, TX_RaceAsian",cz32802_RaceAsian,40033.0,72.48,0.0275,42750,0.2348,0.829,0.7557,0.1926,0.1482
"Corsicana, TX_RaceBlack",cz32802_RaceBlack,25132.0,72.48,0.0701,42750,0.0971,0.7435,0.7917,0.1926,0.1482
"Corsicana, TX_RaceWhite",cz32802_RaceWhite,49395.0,72.48,0.0168,42750,0.2971,0.8726,0.7673,0.1926,0.1482
"Corsicana, TX_RaceHispanic",cz32802_RaceHispanic,34830.0,72.48,0.0215,42750,0.0658,0.6829,0.7684,0.1926,0.1482
"Corsicana, TX_RaceNativeAmerican",cz32802_RaceNativeAmerican,39743.0,72.48,0.0,42750,0,0,0.5966,0.1926,0.1482
"Colstrip, MT_RaceAsian",cz34307_RaceAsian,41815.0,79.83,0.0265,51098,0.266,0.8695,0.7364,0.1768,0.2033
"Colstrip, MT_RaceBlack",cz34307_RaceBlack,0,79.83,0,51098,0,0,0,0.1768,0.2033
"Colstrip, MT_RaceWhite",cz34307_RaceWhite,53175.0,79.83,0.0059,51098,0.3564,0.9335,0.7823,0.1768,0.2033
"Colstrip, MT_RaceHispanic",cz34307_RaceHispanic,0,79.83,0,51098,0,0,0,0.1768,0.2033
"Colstrip, MT_RaceNativeAmerican",cz34307_RaceNativeAmerican,19544.0,79.83,0.0921,51098,0.08,0.713,0.64,0.1768,0.2033
"Brainerd, MN_RaceAsian",cz21600_RaceAsian,49563.0,86.9,0.0053,49134,0.2886,0.8679,0.8163,0.1255,0.2199
"Brainerd, MN_RaceBlack",cz21600_RaceBlack,39857.0,86.9,0.0024,49134,0,0,0.7992,0.1255,0.2199
"Brainerd, MN_RaceWhite",cz21600_RaceWhite,51480.0,86.9,0.0043,49134,0.2933,0.8702,0.8254,0.1255,0.2199
"Brainerd, MN_RaceHispanic",cz21600_RaceHispanic,41905.0,86.9,0.0111,49134,0.3153,0.8467,0.8097,0.1255,0.2199
"Brainerd, MN_RaceNativeAmerican",cz21600_RaceNativeAmerican,19394.0,86.9,0.0651,49134,0.0758,0.7306,0.6636,0.1255,0.2199
"Sioux Falls, SD_RaceAsian",cz26503_RaceAsian,53404.0,83.38,0.0071,60626,0.4187,0.8979,0.8438,0.1133,0.3244
"Sioux Falls, SD_RaceBlack",cz26503_RaceBlack,31476.0,83.38,0.0446,60626,0.173,0.7888,0.7766,0.1133,0.3244
"Sioux Falls, SD_RaceWhite",cz26503_RaceWhite,55834.0,83.38,0.0053,60626,0.4255,0.9017,0.8541,0.1133,0.3244
"Sioux Falls, SD_RaceHispanic",cz26503_RaceHispanic,36882.0,83.38,0.0214,60626,0.2138,0.8048,0.7687,0.1133,0.3244
"Sioux Falls, SD_RaceNativeAmerican",cz26503_RaceNativeAmerican,19665.0,83.38,0.1058,60626,0.0995,0.7377,0.7146,0.1133,0.3244
"Havre, MT_RaceAsian",cz34201_RaceAsian,43441.0,79.13,0.011,42283,0.3237,0.858,0.7756,0.2319,0.2156
"Havre, MT_RaceBlack",cz34201_RaceBlack,0,79.13,0,42283,0,0,0,0.2319,0.2156
"Havre, MT_RaceWhite",cz34201_RaceWhite,50720.0,79.13,0.0046,42283,0.3752,0.8779,0.8087,0.2319,0.2156
"Havre, MT_RaceHispanic",cz34201_RaceHispanic,32654.0,79.13,0.022,42283,0,0,0.7775,0.2319,0.2156
"Havre, MT_RaceNativeAmerican",cz34201_RaceNativeAmerican,18962.0,79.13,0.0575,42283,0.1561,0.8069,0.7005,0.2319,0.2156
"Sumter, SC_RaceAsian",cz8000_RaceAsian,34432.0,81.01,0.0169,41273,0.2621,0.8396,0.7726,0.2064,0.1783
"Sumter, SC_RaceBlack",cz8000_RaceBlack,25454.0,81.01,0.0299,41273,0.2199,0.7893,0.7856,0.2064,0.1783
"Sumter, SC_RaceWhite",cz8000_RaceWhite,45116.0,81.01,0.0068,41273,0.2956,0.8764,0.7794,0.2064,0.1783
"Sumter, SC_RaceHispanic",cz8000_RaceHispanic,36303.0,81.01,0.0123,41273,0.1024,0.8724,0.7971,0.2064,0.1783
"Sumter, SC_RaceNativeAmerican",cz8000_RaceNativeAmerican,26421.0,81.01,0.0,41273,0,0,0.7064,0.2064,0.1783
"Burley, ID_RaceAsian",cz35702_RaceAsian,46968.0,80.24,0.016,46361,0.3064,0.8632,0.7577,0.1676,0.1684
"Burley, ID_RaceBlack",cz35702_RaceBlack,0,80.24,0,46361,0,0,0,0.1676,0.1684
"Burley, ID_RaceWhite",cz35702_RaceWhite,51958.0,80.24,0.0102,46361,0.3481,0.9022,0.7606,0.1676,0.1684
"Burley, ID_RaceHispanic",cz35702_RaceHispanic,38169.0,80.24,0.0368,46361,0.1319,0.6765,0.8058,0.1676,0.1684
"Burley, ID_RaceNativeAmerican",cz35702_RaceNativeAmerican,28940.0,80.24,0.0561,46361,0,0,0.8097,0.1676,0.1684
"Vernal, UT_RaceAsian",cz36402_RaceAsian,57035.0,59.53,0.008,64252,0.2024,0.8403,0.7189,0.1046,0.1455
"Vernal, UT_RaceBlack",cz36402_RaceBlack,0,59.53,0,64252,0,0,0,0.1046,0.1455
"Vernal, UT_RaceWhite",cz36402_RaceWhite,59914.0,59.53,0.0072,64252,0.2043,0.8466,0.732,0.1046,0.1455
"Vernal, UT_RaceHispanic",cz36402_RaceHispanic,43647.0,59.53,0.0205,64252,0.2471,0.7336,0.5688,0.1046,0.1455
"Vernal, UT_RaceNativeAmerican",cz36402_RaceNativeAmerican,25964.0,59.53,0.0205,64252,0,0.719,0.6295,0.1046,0.1455
"Yankton, NE & SD_RaceAsian",cz27005_RaceAsian,57252.0,86.58,0.0062,49203,0.3656,0.8995,0.8542,0.1291,0.2286
"Yankton, NE & SD_RaceBlack",cz27005_RaceBlack,59218.0,86.58,0,49203,0,0,0.9386,0.1291,0.2286
"Yankton, NE & SD_RaceWhite",cz27005_RaceWhite,59266.0,86.58,0.0051,49203,0.3713,0.9021,0.8622,0.1291,0.2286
"Yankton, NE & SD_RaceHispanic",cz27005_RaceHispanic,35377.0,86.58,0.0492,49203,0,0,0.8407,0.1291,0.2286
"Yankton, NE & SD_RaceNativeAmerican",cz27005_RaceNativeAmerican,25156.0,86.58,0.0797,49203,0.1762,0.7645,0.6885,0.1291,0.2286
"West Plains, AR & MO_RaceAsian",cz25102_RaceAsian,37898.0,80.24,0.0095,33965,0.2372,0.8288,0.7441,0.2403,0.1354
"West Plains, AR & MO_RaceBlack",cz25102_RaceBlack,31629.0,80.24,0.0,33965,0,0,0.5911,0.2403,0.1354
"West Plains, AR & MO_RaceWhite",cz25102_RaceWhite,38690.0,80.24,0.0096,33965,0.2395,0.8328,0.7518,0.2403,0.1354
"West Plains, AR & MO_RaceHispanic",cz25102_RaceHispanic,33262.0,80.24,0.0089,33965,0,0.7101,0.7558,0.2403,0.1354
"West Plains, AR & MO_RaceNativeAmerican",cz25102_RaceNativeAmerican,35872.0,80.24,0.0007,33965,0,0,0.7876,0.2403,0.1354
"Tucson, AZ_RaceAsian",cz35100_RaceAsian,38632.0,77.83,0.0162,48814,0.3072,0.8441,0.755,0.1995,0.2847
"Tucson, AZ_RaceBlack",cz35100_RaceBlack,27565.0,77.83,0.0518,48814,0.236,0.842,0.756,0.1995,0.2847
"Tucson, AZ_RaceWhite",cz35100_RaceWhite,45755.0,77.83,0.0103,48814,0.3823,0.8916,0.7747,0.1995,0.2847
"Tucson, AZ_RaceHispanic",cz35100_RaceHispanic,34371.0,77.83,0.0209,48814,0.1972,0.7769,0.7734,0.1995,0.2847
"Tucson, AZ_RaceNativeAmerican",cz35100_RaceNativeAmerican,21314.0,77.83,0.0604,48814,0.1245,0.6842,0.6766,0.1995,0.2847
"Farmington, CO & NM_RaceAsian",cz35300_RaceAsian,42747.0,71.9,0.0154,51851,0.2856,0.8389,0.7549,0.1743,0.2381
"Farmington, CO & NM_RaceBlack",cz35300_RaceBlack,31527.0,71.9,0.0355,51851,0,0,0.7896,0.1743,0.2381
"Farmington, CO & NM_RaceWhite",cz35300_RaceWhite,51992.0,71.9,0.0083,51851,0.376,0.8753,0.7743,0.1743,0.2381
"Farmington, CO & NM_RaceHispanic",cz35300_RaceHispanic,41974.0,71.9,0.0233,51851,0.2199,0.8218,0.7619,0.1743,0.2381
"Farmington, CO & NM_RaceNativeAmerican",cz35300_RaceNativeAmerican,25014.0,71.9,0.0316,51851,0.0771,0.7308,0.728,0.1743,0.2381
"Bennettsville, SC_RaceAsian",cz1301_RaceAsian,30338.0,81.35,0.0238,33643,0.2148,0.7796,0.7544,0.2524,0.1041
"Bennettsville, SC_RaceBlack",cz1301_RaceBlack,22578.0,81.35,0.0442,33643,0.1425,0.7103,0.7736,0.2524,0.1041
"Bennettsville, SC_RaceWhite",cz1301_RaceWhite,39973.0,81.35,0.0098,33643,0.2703,0.8388,0.7671,0.2524,0.1041
"Bennettsville, SC_RaceHispanic",cz1301_RaceHispanic,32986.0,81.35,0.0045,33643,0,0,0.7655,0.2524,0.1041
"Bennettsville, SC_RaceNativeAmerican",cz1301_RaceNativeAmerican,22633.0,81.35,0.0,33643,0.139,0.6663,0.7688,0.2524,0.1041
"Cortez, CO & UT_RaceAsian",cz35402_RaceAsian,42185.0,74.72,0.0104,40883,0.3041,0.8521,0.7505,0.2136,0.2323
"Cortez, CO & UT_RaceBlack",cz35402_RaceBlack,0,74.72,0,40883,0,0,0,0.2136,0.2323
"Cortez, CO & UT_RaceWhite",cz35402_RaceWhite,45457.0,74.72,0.0077,40883,0.3486,0.8804,0.7558,0.2136,0.2323
"Cortez, CO & UT_RaceHispanic",cz35402_RaceHispanic,43295.0,74.72,0.0253,40883,0.2001,0.7326,0.7654,0.2136,0.2323
"Cortez, CO & UT_RaceNativeAmerican",cz35402_RaceNativeAmerican,28778.0,74.72,0.0193,40883,0.1179,0.8012,0.7626,0.2136,0.2323
"Jackson, MS_RaceAsian",cz3003_RaceAsian,35591.0,77.38,0.019,49436,0.3526,0.8146,0.7542,0.2056,0.2766
"Jackson, MS_RaceBlack",cz3003_RaceBlack,24449.0,77.38,0.0317,49436,0.2182,0.7595,0.7672,0.2056,0.2766
"Jackson, MS_RaceWhite",cz3003_RaceWhite,51381.0,77.38,0.0071,49436,0.4561,0.8652,0.7639,0.2056,0.2766
"Jackson, MS_RaceHispanic",cz3003_RaceHispanic,33181.0,77.38,0.0129,49436,0.2588,0.7314,0.7535,0.2056,0.2766
"Jackson, MS_RaceNativeAmerican",cz3003_RaceNativeAmerican,25737.0,77.38,0.0,49436,0,0.6899,0.763,0.2056,0.2766
"Kalispell, MT_RaceAsian",cz34503_RaceAsian,44061.0,77.3,0.011,45655,0.3448,0.8548,0.7581,0.162,0.2665
"Kalispell, MT_RaceBlack",cz34503_RaceBlack,35844.0,77.3,0.0009,45655,0,0,0.8435,0.162,0.2665
"Kalispell, MT_RaceWhite",cz34503_RaceWhite,46567.0,77.3,0.0096,45655,0.3536,0.8611,0.7744,0.162,0.2665
"Kalispell, MT_RaceHispanic",cz34503_RaceHispanic,34956.0,77.3,0.0063,45655,0.4028,0.7996,0.7629,0.162,0.2665
"Kalispell, MT_RaceNativeAmerican",cz34503_RaceNativeAmerican,22876.0,77.3,0.0618,45655,0.089,0.7365,0.5683,0.162,0.2665
"Moses Lake, WA_RaceAsian",cz38501_RaceAsian,45676.0,75.73,0.0123,49218,0.3261,0.8479,0.7538,0.1804,0.1496
"Moses Lake, WA_RaceBlack",cz38501_RaceBlack,28234.0,75.73,0.0618,49218,0,0,0.6127,0.1804,0.1496
"Moses Lake, WA_RaceWhite",cz38501_RaceWhite,50696.0,75.73,0.0102,49218,0.3894,0.8767,0.763,0.1804,0.1496
"Moses Lake, WA_RaceHispanic",cz38501_RaceHispanic,39821.0,75.73,0.0179,49218,0.0999,0.7549,0.7906,0.1804,0.1496
"Moses Lake, WA_RaceNativeAmerican",cz38501_RaceNativeAmerican,26783.0,75.73,0.0109,49218,0,0,0.7346,0.1804,0.1496
"Yuma, AZ & CA_RaceAsian",cz38100_RaceAsian,32545.0,73.3,0.0139,44220,0.2405,0.8151,0.6748,0.2212,0.1403
"Yuma, AZ & CA_RaceBlack",cz38100_RaceBlack,30078.0,73.3,0.0334,44220,0.1513,0.8096,0.7226,0.2212,0.1403
"Yuma, AZ & CA_RaceWhite",cz38100_RaceWhite,46672.0,73.3,0.0095,44220,0.3324,0.8893,0.7604,0.2212,0.1403
"Yuma, AZ & CA_RaceHispanic",cz38100_RaceHispanic,36793.0,73.3,0.0152,44220,0.1979,0.7882,0.7698,0.2212,0.1403
"Yuma, AZ & CA_RaceNativeAmerican",cz38100_RaceNativeAmerican,22332.0,73.3,0.0387,44220,0.0807,0.6011,0.6311,0.2212,0.1403
"Chickasha, OK_RaceAsian",cz33802_RaceAsian,42724.0,74.37,0.0172,49149,0.2522,0.8397,0.7568,0.1563,0.172
"Chickasha, OK_RaceBlack",cz33802_RaceBlack,26568.0,74.37,0.0782,49149,0.1775,0.7421,0.7249,0.1563,0.172
"Chickasha, OK_RaceWhite",cz33802_RaceWhite,47303.0,74.37,0.0121,49149,0.2599,0.8422,0.7725,0.1563,0.172
"Chickasha, OK_RaceHispanic",cz33802_RaceHispanic,35493.0,74.37,0.0178,49149,0.1215,0.7588,0.7493,0.1563,0.172
"Chickasha, OK_RaceNativeAmerican",cz33802_RaceNativeAmerican,30992.0,74.37,0.0391,49149,0.1854,0.8623,0.748,0.1563,0.172
"Fargo, MN & ND_RaceAsian",cz26801_RaceAsian,57817.0,84.12,0.006,57361,0.4245,0.9043,0.8517,0.1243,0.3431
"Fargo, MN & ND_RaceBlack",cz26801_RaceBlack,34258.0,84.12,0.0413,57361,0.3765,0.9274,0.7885,0.1243,0.3431
"Fargo, MN & ND_RaceWhite",cz26801_RaceWhite,59913.0,84.12,0.0048,57361,0.4319,0.9077,0.8595,0.1243,0.3431
"Fargo, MN & ND_RaceHispanic",cz26801_RaceHispanic,35202.0,84.12,0.0428,57361,0.1773,0.7786,0.7604,0.1243,0.3431
"Fargo, MN & ND_RaceNativeAmerican",cz26801_RaceNativeAmerican,22857.0,84.12,0.0319,57361,0.1148,0.8367,0.7168,0.1243,0.3431
"Turtle Mountain UT, ND_RaceAsian",cz26303_RaceAsian,42336.0,65.68,0.0171,38661,0.3394,0.8295,0.7648,0.292,0.2192
"Turtle Mountain UT, ND_RaceBlack",cz26303_RaceBlack,0,65.68,0,38661,0,0,0,0.292,0.2192
"Turtle Mountain UT, ND_RaceWhite",cz26303_RaceWhite,58244.0,65.68,0.0022,38661,0.4116,0.8725,0.8061,0.292,0.2192
"Turtle Mountain UT, ND_RaceHispanic",cz26303_RaceHispanic,33134.0,65.68,0,38661,0,0,0.8099,0.292,0.2192
"Turtle Mountain UT, ND_RaceNativeAmerican",cz26303_RaceNativeAmerican,29173.0,65.68,0.0379,38661,0.1919,0.7741,0.7319,0.292,0.2192
"Lincoln, NE_RaceAsian",cz28101_RaceAsian,52174.0,81.43,0.0088,57531,0.4169,0.9049,0.829,0.1367,0.341
"Lincoln, NE_RaceBlack",cz28101_RaceBlack,27572.0,81.43,0.0645,57531,0.3105,0.8574,0.765,0.1367,0.341
"Lincoln, NE_RaceWhite",cz28101_RaceWhite,54913.0,81.43,0.0063,57531,0.4273,0.9125,0.84,0.1367,0.341
"Lincoln, NE_RaceHispanic",cz28101_RaceHispanic,37977.0,81.43,0.0363,57531,0.1876,0.7993,0.8104,0.1367,0.341
"Lincoln, NE_RaceNativeAmerican",cz28101_RaceNativeAmerican,21690.0,81.43,0.0753,57531,0.0697,0.6432,0.7031,0.1367,0.341
"Yakima, WA_RaceAsian",cz39000_RaceAsian,42357.0,78.61,0.0153,45837,0.3068,0.8259,0.7658,0.2075,0.1741
"Yakima, WA_RaceBlack",cz39000_RaceBlack,28283.0,78.61,0.0753,45837,0.1112,0.7945,0.7237,0.2075,0.1741
"Yakima, WA_RaceWhite",cz39000_RaceWhite,49207.0,78.61,0.0111,45837,0.3635,0.8803,0.7835,0.2075,0.1741
"Yakima, WA_RaceHispanic",cz39000_RaceHispanic,36611.0,78.61,0.0211,45837,0.1736,0.7032,0.7915,0.2075,0.1741
"Yakima, WA_RaceNativeAmerican",cz39000_RaceNativeAmerican,21425.0,78.61,0.0435,45837,0.0945,0.6148,0.6251,0.2075,0.1741
"Missoula, MT_RaceAsian",cz34504_RaceAsian,46133.0,80.13,0.0095,46461,0.417,0.8777,0.7926,0.1677,0.3739
"Missoula, MT_RaceBlack",cz34504_RaceBlack,43190.0,80.13,0.0045,46461,0,0,0.84,0.1677,0.3739
"Missoula, MT_RaceWhite",cz34504_RaceWhite,47706.0,80.13,0.0085,46461,0.429,0.8836,0.7997,0.1677,0.3739
"Missoula, MT_RaceHispanic",cz34504_RaceHispanic,42261.0,80.13,0.0168,46461,0.1443,0.8687,0.8233,0.1677,0.3739
"Missoula, MT_RaceNativeAmerican",cz34504_RaceNativeAmerican,25755.0,80.13,0.0708,46461,0.0637,0.6993,0.6486,0.1677,0.3739
"Atmore, AL_RaceAsian",cz11002_RaceAsian,36103.0,74.88,0.0184,31094,0.2522,0.8252,0.759,0.2877,0.1131
"Atmore, AL_RaceBlack",cz11002_RaceBlack,23832.0,74.88,0.033,31094,0.1427,0.7579,0.7637,0.2877,0.1131
"Atmore, AL_RaceWhite",cz11002_RaceWhite,46218.0,74.88,0.0103,31094,0.3096,0.8636,0.7741,0.2877,0.1131
"Atmore, AL_RaceHispanic",cz11002_RaceHispanic,33735.0,74.88,0.0564,31094,0,0,0.8405,0.2877,0.1131
"Atmore, AL_RaceNativeAmerican",cz11002_RaceNativeAmerican,40226.0,74.88,0.0058,31094,0,0.7277,0.75,0.2877,0.1131
"Ontario, ID & OR_RaceAsian",cz35802_RaceAsian,41477.0,83.82,0.0121,39408,0.2449,0.851,0.755,0.21,0.1446
"Ontario, ID & OR_RaceBlack",cz35802_RaceBlack,33226.0,83.82,0.0,39408,0,0,0.7428,0.21,0.1446
"Ontario, ID & OR_RaceWhite",cz35802_RaceWhite,44802.0,83.82,0.009,39408,0.2695,0.8711,0.7607,0.21,0.1446
"Ontario, ID & OR_RaceHispanic",cz35802_RaceHispanic,32974.0,83.82,0.0247,39408,0.1054,0.7546,0.779,0.21,0.1446
"Ontario, ID & OR_RaceNativeAmerican",cz35802_RaceNativeAmerican,25384.0,83.82,0.0554,39408,0,0,0.6502,0.21,0.1446
"Sylva, NC_RaceAsian",cz1202_RaceAsian,38055.0,80.08,0.0053,37356,0.307,0.8537,0.7194,0.2357,0.2526
"Sylva, NC_RaceBlack",cz1202_RaceBlack,30753.0,80.08,0.0602,37356,0,0,0.6403,0.2357,0.2526
"Sylva, NC_RaceWhite",cz1202_RaceWhite,40346.0,80.08,0.0026,37356,0.3192,0.8545,0.7337,0.2357,0.2526
"Sylva, NC_RaceHispanic",cz1202_RaceHispanic,35336.0,80.08,0.002,37356,0,0,0.7905,0.2357,0.2526
"Sylva, NC_RaceNativeAmerican",cz1202_RaceNativeAmerican,34201.0,80.08,0.0223,37356,0.1985,0.816,0.7033,0.2357,0.2526
"Duluth, MN & WI_RaceAsian",cz26002_RaceAsian,50636.0,85.55,0.0069,51826,0.3464,0.8979,0.8294,0.1539,0.2693
"Duluth, MN & WI_RaceBlack",cz26002_RaceBlack,35160.0,85.55,0.0763,51826,0.2152,0.7984,0.7573,0.1539,0.2693
"Duluth, MN & WI_RaceWhite",cz26002_RaceWhite,52549.0,85.55,0.0057,51826,0.3517,0.9029,0.8395,0.1539,0.2693
"Duluth, MN & WI_RaceHispanic",cz26002_RaceHispanic,40393.0,85.55,0.0121,51826,0.3563,0.8784,0.7802,0.1539,0.2693
"Duluth, MN & WI_RaceNativeAmerican",cz26002_RaceNativeAmerican,23688.0,85.55,0.0549,51826,0.1039,0.7784,0.6923,0.1539,0.2693
"Pine City, MN_RaceAsian",cz21502_RaceAsian,49146.0,85.93,0.0077,46656,0.199,0.8362,0.8246,0.1374,0.1374
"Pine City, MN_RaceBlack",cz21502_RaceBlack,31099.0,85.93,0.0132,46656,0,0,0.7989,0.1374,0.1374
"Pine City, MN_RaceWhite",cz21502_RaceWhite,50846.0,85.93,0.0072,46656,0.201,0.8445,0.8335,0.1374,0.1374
"Pine City, MN_RaceHispanic",cz21502_RaceHispanic,30924.0,85.93,0.0047,46656,0,0.6373,0.6953,0.1374,0.1374
"Pine City, MN_RaceNativeAmerican",cz21502_RaceNativeAmerican,24096.0,85.93,0.0465,46656,0,0.4591,0.6439,0.1374,0.1374
"Sidney, MT & ND_RaceAsian",cz26411_RaceAsian,62391.0,78.63,0.0002,68029,0.4428,0.9087,0.7885,0.1135,0.2143
"Sidney, MT & ND_RaceBlack",cz26411_RaceBlack,0,78.63,0,68029,0,0,0,0.1135,0.2143
"Sidney, MT & ND_RaceWhite",cz26411_RaceWhite,66412.0,78.63,0.0,68029,0.4628,0.9111,0.808,0.1135,0.2143
"Sidney, MT & ND_RaceHispanic",cz26411_RaceHispanic,43684.0,78.63,0.0016,68029,0,0,0.6552,0.1135,0.2143
"Sidney, MT & ND_RaceNativeAmerican",cz26411_RaceNativeAmerican,28527.0,78.63,0.0067,68029,0.2666,0.9367,0.606,0.1135,0.2143
